#Taxid	Ensembl_protein	Gn	Mean-copy-number
9606	ENSP00000263100	A1BG	885.188
9606	ENSP00000282641	A1CF	19.016
9606	ENSP00000282641	A1CF	19.016
9606	ENSP00000282641	A1CF	19.016
9606	ENSP00000323929	A2M	1114.564
9606	ENSP00000323929	A2M	1114.564
9606	ENSP00000323929	A2M	1114.564
9606	ENSP00000323929	A2M	1114.564
9606	ENSP00000299698	A2ML1	90.762
9606	ENSP00000299698	A2ML1	90.762
9606	ENSP00000299698	A2ML1	90.762
9606	ENSP00000299698	A2ML1	90.762
9606	ENSP00000299698	A2ML1	90.762
9606	ENSP00000249005	A4GALT	6.755
9606	ENSP00000236709	A4GNT	10.304
9606	ENSP00000209873	AAAS	33.443
9606	ENSP00000209873	AAAS	33.443
9606	ENSP00000324842	AACS	72.754
9606	ENSP00000324842	AACS	72.754
9606	ENSP00000232892	AADAC	132.585
9606	ENSP00000232892	AADAC	132.585
9606	ENSP00000348911	AADACL2	0.591
9606	ENSP00000348911	AADACL2	0.591
9606	ENSP00000352268	AADACL3	2.187
9606	ENSP00000365395	AADACL4	8.467
9606	ENSP00000226840	AADAT	50.761
9606	ENSP00000226840	AADAT	50.761
9606	ENSP00000226840	AADAT	50.761
9606	ENSP00000226840	AADAT	50.761
9606	ENSP00000261880	AAGAB	57.199
9606	ENSP00000261880	AAGAB	57.199
9606	ENSP00000341274	AAK1	42.817
9606	ENSP00000341274	AAK1	42.817
9606	ENSP00000386456	AAK1	42.960
9606	ENSP00000386456	AAK1	42.960
9606	ENSP00000386456	AAK1	42.960
9606	ENSP00000377078	AAMDC	132.894
9606	ENSP00000377078	AAMDC	132.894
9606	ENSP00000377078	AAMDC	132.894
9606	ENSP00000248450	AAMP	54.909
9606	ENSP00000248450	AAMP	54.909
9606	ENSP00000248450	AAMP	54.909
9606	ENSP00000248450	AAMP	54.909
9606	ENSP00000248450	AAMP	54.909
9606	ENSP00000250615	AANAT	2.501
9606	ENSP00000250615	AANAT	2.501
9606	ENSP00000313674	AAR2	37.934
9606	ENSP00000313674	AAR2	37.934
9606	ENSP00000367528	AARD	9.811
9606	ENSP00000261772	AARS1	293.503
9606	ENSP00000261772	AARS1	293.503
9606	ENSP00000244571	AARS2	39.778
9606	ENSP00000402835	AARSD1	31.247
9606	ENSP00000402835	AARSD1	31.247
9606	ENSP00000402835	AARSD1	31.247
9606	ENSP00000402835	AARSD1	31.247
9606	ENSP00000402835	AARSD1	35.195
9606	ENSP00000205214	AASDH	4.946
9606	ENSP00000205214	AASDH	4.946
9606	ENSP00000205214	AASDH	4.946
9606	ENSP00000205214	AASDH	4.946
9606	ENSP00000278618	AASDHPPT	62.412
9606	ENSP00000278618	AASDHPPT	62.412
9606	ENSP00000278618	AASDHPPT	62.412
9606	ENSP00000377040	AASS	62.129
9606	ENSP00000377040	AASS	62.129
9606	ENSP00000377040	AASS	62.129
9606	ENSP00000225402	AATF	44.947
9606	ENSP00000225402	AATF	44.947
9606	ENSP00000225402	AATF	44.947
9606	ENSP00000324196	AATK	3.149
9606	ENSP00000324196	AATK	3.149
9606	ENSP00000324196	AATK	3.149
9606	ENSP00000268251	ABAT	249.912
9606	ENSP00000268251	ABAT	249.912
9606	ENSP00000268251	ABAT	249.912
9606	ENSP00000268251	ABAT	249.912
9606	ENSP00000268251	ABAT	249.912
9606	ENSP00000268251	ABAT	249.912
9606	ENSP00000268251	ABAT	249.912
9606	ENSP00000268251	ABAT	249.912
9606	ENSP00000268251	ABAT	249.912
9606	ENSP00000269081	ABCA10	2.232
9606	ENSP00000269081	ABCA10	2.232
9606	ENSP00000269081	ABCA10	2.232
9606	ENSP00000269081	ABCA10	2.232
9606	ENSP00000269081	ABCA10	2.232
9606	ENSP00000363868	ABCA1	10.958
9606	ENSP00000363868	ABCA1	10.958
9606	ENSP00000363868	ABCA1	10.958
9606	ENSP00000272895	ABCA12	6.039
9606	ENSP00000272895	ABCA12	6.039
9606	ENSP00000411096	ABCA13	9.211
9606	ENSP00000411096	ABCA13	9.211
9606	ENSP00000411096	ABCA13	9.211
9606	ENSP00000411096	ABCA13	9.211
9606	ENSP00000411096	ABCA13	9.211
9606	ENSP00000344155	ABCA2	12.397
9606	ENSP00000344155	ABCA2	12.397
9606	ENSP00000344155	ABCA2	12.397
9606	ENSP00000344155	ABCA2	12.397
9606	ENSP00000344155	ABCA2	12.397
9606	ENSP00000344155	ABCA2	12.397
9606	ENSP00000344155	ABCA2	12.397
9606	ENSP00000344155	ABCA2	12.397
9606	ENSP00000344155	ABCA2	12.397
9606	ENSP00000301732	ABCA3	16.929
9606	ENSP00000301732	ABCA3	16.929
9606	ENSP00000359245	ABCA4	5.187
9606	ENSP00000359245	ABCA4	5.187
9606	ENSP00000376443	ABCA5	5.309
9606	ENSP00000376443	ABCA5	5.309
9606	ENSP00000376443	ABCA5	5.309
9606	ENSP00000376443	ABCA5	5.309
9606	ENSP00000376443	ABCA5	5.309
9606	ENSP00000376443	ABCA5	5.309
9606	ENSP00000376443	ABCA5	5.309
9606	ENSP00000376443	ABCA5	5.309
9606	ENSP00000376443	ABCA5	5.309
9606	ENSP00000284425	ABCA6	8.944
9606	ENSP00000263094	ABCA7	5.000
9606	ENSP00000263094	ABCA7	5.000
9606	ENSP00000263094	ABCA7	5.000
9606	ENSP00000263094	ABCA7	5.000
9606	ENSP00000263094	ABCA7	5.000
9606	ENSP00000263094	ABCA7	5.000
9606	ENSP00000263094	ABCA7	5.000
9606	ENSP00000269080	ABCA8	20.022
9606	ENSP00000269080	ABCA8	20.022
9606	ENSP00000269080	ABCA8	20.022
9606	ENSP00000269080	ABCA8	20.022
9606	ENSP00000342216	ABCA9	2.937
9606	ENSP00000342216	ABCA9	2.937
9606	ENSP00000342216	ABCA9	2.937
9606	ENSP00000355637	ABCB10	27.544
9606	ENSP00000263817	ABCB11	10.653
9606	ENSP00000263817	ABCB11	10.653
9606	ENSP00000263817	ABCB11	10.653
9606	ENSP00000265724	ABCB1	29.431
9606	ENSP00000265724	ABCB1	29.431
9606	ENSP00000265723	ABCB4	4.929
9606	ENSP00000265723	ABCB4	4.929
9606	ENSP00000265723	ABCB4	4.929
9606	ENSP00000384881	ABCB5	1.568
9606	ENSP00000384881	ABCB5	1.568
9606	ENSP00000265316	ABCB6	29.220
9606	ENSP00000265316	ABCB6	29.220
9606	ENSP00000265316	ABCB6	29.220
9606	ENSP00000265316	ABCB6	29.220
9606	ENSP00000265316	ABCB6	29.220
9606	ENSP00000253577	ABCB7	37.667
9606	ENSP00000253577	ABCB7	37.667
9606	ENSP00000253577	ABCB7	37.667
9606	ENSP00000351717	ABCB8	23.613
9606	ENSP00000351717	ABCB8	23.613
9606	ENSP00000351717	ABCB8	23.613
9606	ENSP00000351717	ABCB8	23.613
9606	ENSP00000351717	ABCB8	23.613
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000280560	ABCB9	2.048
9606	ENSP00000361608	ABCC10	6.356
9606	ENSP00000361608	ABCC10	6.356
9606	ENSP00000361608	ABCC10	6.356
9606	ENSP00000349017	ABCC11	2.507
9606	ENSP00000349017	ABCC11	2.507
9606	ENSP00000311030	ABCC12	3.588
9606	ENSP00000311030	ABCC12	3.588
9606	ENSP00000311030	ABCC12	3.588
9606	ENSP00000382342	ABCC1	27.257
9606	ENSP00000382342	ABCC1	27.257
9606	ENSP00000382342	ABCC1	27.257
9606	ENSP00000359478	ABCC2	15.222
9606	ENSP00000285238	ABCC3	19.131
9606	ENSP00000285238	ABCC3	19.131
9606	ENSP00000366084	ABCC4	23.103
9606	ENSP00000333926	ABCC5	11.888
9606	ENSP00000333926	ABCC5	11.888
9606	ENSP00000333926	ABCC5	11.888
9606	ENSP00000333926	ABCC5	11.888
9606	ENSP00000333926	ABCC5	11.888
9606	ENSP00000205557	ABCC6	16.714
9606	ENSP00000205557	ABCC6	16.714
9606	ENSP00000374467	ABCC8	0.835
9606	ENSP00000374467	ABCC8	0.835
9606	ENSP00000374467	ABCC8	0.835
9606	ENSP00000374467	ABCC8	0.835
9606	ENSP00000261200	ABCC9	1.520
9606	ENSP00000261200	ABCC9	1.520
9606	ENSP00000261200	ABCC9	1.520
9606	ENSP00000261200	ABCC9	1.520
9606	ENSP00000218104	ABCD1	19.126
9606	ENSP00000218104	ABCD1	19.126
9606	ENSP00000310688	ABCD2	4.231
9606	ENSP00000359233	ABCD3	56.521
9606	ENSP00000349396	ABCD4	15.388
9606	ENSP00000349396	ABCD4	15.388
9606	ENSP00000349396	ABCD4	15.388
9606	ENSP00000349396	ABCD4	15.388
9606	ENSP00000349396	ABCD4	15.388
9606	ENSP00000349396	ABCD4	15.388
9606	ENSP00000296577	ABCE1	96.118
9606	ENSP00000296577	ABCE1	96.118
9606	ENSP00000296577	ABCE1	96.118
9606	ENSP00000296577	ABCE1	96.118
9606	ENSP00000313603	ABCF1	71.939
9606	ENSP00000313603	ABCF1	71.939
9606	ENSP00000313603	ABCF1	71.939
9606	ENSP00000313603	ABCF1	71.939
9606	ENSP00000222388	ABCF2	85.554
9606	ENSP00000222388	ABCF2	85.554
9606	ENSP00000222388	ABCF2	85.554
9606	ENSP00000411471	ABCF3	43.164
9606	ENSP00000411471	ABCF3	43.164
9606	ENSP00000354995	ABCG1	6.915
9606	ENSP00000354995	ABCG1	6.915
9606	ENSP00000237612	ABCG2	31.827
9606	ENSP00000237612	ABCG2	31.827
9606	ENSP00000304111	ABCG4	8.058
9606	ENSP00000304111	ABCG4	8.058
9606	ENSP00000260645	ABCG5	6.327
9606	ENSP00000272286	ABCG8	3.049
9606	ENSP00000273359	ABHD10	153.157
9606	ENSP00000273359	ABHD10	153.157
9606	ENSP00000273359	ABHD10	153.157
9606	ENSP00000326491	ABHD1	0.875
9606	ENSP00000326491	ABHD1	0.875
9606	ENSP00000326491	ABHD1	0.875
9606	ENSP00000222800	ABHD11	112.456
9606	ENSP00000222800	ABHD11	112.456
9606	ENSP00000222800	ABHD11	112.456
9606	ENSP00000222800	ABHD11	112.456
9606	ENSP00000222800	ABHD11	112.456
9606	ENSP00000365725	ABHD12	52.622
9606	ENSP00000365725	ABHD12	52.622
9606	ENSP00000365725	ABHD12	52.622
9606	ENSP00000365725	ABHD12	52.622
9606	ENSP00000365725	ABHD12	52.622
9606	ENSP00000365725	ABHD12	52.622
9606	ENSP00000336693	ABHD12B	4.279
9606	ENSP00000365063	ABHD13	25.927
9606	ENSP00000420487	ABHD14A	61.263
9606	ENSP00000420487	ABHD14A	61.263
9606	ENSP00000420487	ABHD14A	61.263
9606	ENSP00000420487	ABHD14A	61.263
9606	ENSP00000420487	ABHD14A-ACY1	61.263
9606	ENSP00000420487	ABHD14A-ACY1	94.105
9606	ENSP00000354841	ABHD14B	369.662
9606	ENSP00000354841	ABHD14B	369.662
9606	ENSP00000302657	ABHD15	6.135
9606	ENSP00000379282	ABHD16A	48.289
9606	ENSP00000379282	ABHD16A	48.289
9606	ENSP00000379282	ABHD16A	48.289
9606	ENSP00000358932	ABHD16B	3.318
9606	ENSP00000250974	ABHD17A	28.519
9606	ENSP00000366240	ABHD17B	25.705
9606	ENSP00000258884	ABHD17C	11.010
9606	ENSP00000258884	ABHD17C	11.010
9606	ENSP00000381937	ABHD18	3.327
9606	ENSP00000381937	ABHD18	3.327
9606	ENSP00000381937	ABHD18	3.327
9606	ENSP00000268129	ABHD2	14.314
9606	ENSP00000268129	ABHD2	14.314
9606	ENSP00000268129	ABHD2	14.314
9606	ENSP00000268129	ABHD2	14.314
9606	ENSP00000289119	ABHD3	26.934
9606	ENSP00000289119	ABHD3	26.934
9606	ENSP00000289119	ABHD3	26.934
9606	ENSP00000289119	ABHD3	26.934
9606	ENSP00000414558	ABHD4	20.678
9606	ENSP00000414558	ABHD4	20.678
9606	ENSP00000414558	ABHD4	20.678
9606	ENSP00000414558	ABHD4	20.678
9606	ENSP00000414558	ABHD4	20.678
9606	ENSP00000390849	ABHD5	29.672
9606	ENSP00000390849	ABHD5	29.672
9606	ENSP00000390849	ABHD5	29.672
9606	ENSP00000390849	ABHD5	29.672
9606	ENSP00000295962	ABHD6	27.792
9606	ENSP00000295962	ABHD6	27.792
9606	ENSP00000295962	ABHD6	27.792
9606	ENSP00000295962	ABHD6	27.792
9606	ENSP00000247706	ABHD8	19.969
9606	ENSP00000247706	ABHD8	19.969
9606	ENSP00000247706	ABHD8	19.969
9606	ENSP00000365312	ABI1	61.777
9606	ENSP00000365312	ABI1	61.777
9606	ENSP00000261017	ABI2	28.299
9606	ENSP00000261017	ABI2	28.299
9606	ENSP00000261017	ABI2	28.299
9606	ENSP00000261017	ABI2	28.299
9606	ENSP00000261017	ABI2	28.299
9606	ENSP00000261017	ABI2	28.299
9606	ENSP00000261017	ABI2	28.299
9606	ENSP00000261017	ABI2	28.299
9606	ENSP00000261017	ABI2	28.299
9606	ENSP00000225941	ABI3	21.442
9606	ENSP00000225941	ABI3	21.442
9606	ENSP00000284322	ABI3BP	45.864
9606	ENSP00000284322	ABI3BP	45.864
9606	ENSP00000284322	ABI3BP	45.864
9606	ENSP00000284322	ABI3BP	45.864
9606	ENSP00000363753	ABITRAM	17.957
9606	ENSP00000363753	ABITRAM	17.957
9606	ENSP00000361423	ABL1	17.744
9606	ENSP00000361423	ABL1	17.744
9606	ENSP00000427562	ABL2	12.666
9606	ENSP00000338190	ABLIM1	44.015
9606	ENSP00000338190	ABLIM1	44.015
9606	ENSP00000338190	ABLIM1	44.015
9606	ENSP00000393511	ABLIM2	9.252
9606	ENSP00000393511	ABLIM2	9.252
9606	ENSP00000310309	ABLIM3	6.956
9606	ENSP00000310309	ABLIM3	6.956
9606	ENSP00000310309	ABLIM3	6.956
9606	ENSP00000310309	ABLIM3	6.956
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000303909	ABR	32.322
9606	ENSP00000311436	ABRA	10.031
9606	ENSP00000356632	ABRACL	457.961
9606	ENSP00000356632	ABRACL	457.961
9606	ENSP00000369857	ABRAXAS1	31.337
9606	ENSP00000369857	ABRAXAS1	31.337
9606	ENSP00000369857	ABRAXAS1	31.337
9606	ENSP00000369857	ABRAXAS1	31.337
9606	ENSP00000369857	ABRAXAS1	31.337
9606	ENSP00000369857	ABRAXAS1	31.337
9606	ENSP00000369857	ABRAXAS1	31.337
9606	ENSP00000298492	ABRAXAS2	44.378
9606	ENSP00000274849	ABT1	30.401
9606	ENSP00000232744	ABTB1	7.551
9606	ENSP00000232744	ABTB1	7.551
9606	ENSP00000232744	ABTB1	7.551
9606	ENSP00000410157	ABTB2	12.984
9606	ENSP00000333664	ACAA1	205.936
9606	ENSP00000333664	ACAA1	205.936
9606	ENSP00000333664	ACAA1	205.936
9606	ENSP00000333664	ACAA1	205.936
9606	ENSP00000285093	ACAA2	829.156
9606	ENSP00000285093	ACAA2	829.156
9606	ENSP00000285093	ACAA2	829.156
9606	ENSP00000285093	ACAA2	829.156
9606	ENSP00000285093	ACAA2	829.156
9606	ENSP00000285093	ACAA2	829.156
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000344789	ACACA	35.250
9606	ENSP00000341044	ACACB	20.547
9606	ENSP00000341044	ACACB	20.547
9606	ENSP00000341044	ACACB	20.547
9606	ENSP00000341044	ACACB	20.547
9606	ENSP00000341044	ACACB	20.547
9606	ENSP00000341044	ACACB	20.547
9606	ENSP00000389813	ACAD10	22.253
9606	ENSP00000389813	ACAD10	22.253
9606	ENSP00000389813	ACAD10	22.253
9606	ENSP00000389813	ACAD10	22.253
9606	ENSP00000389813	ACAD10	22.253
9606	ENSP00000389813	ACAD10	22.253
9606	ENSP00000264990	ACAD11	43.248
9606	ENSP00000264990	ACAD11	43.248
9606	ENSP00000264990	ACAD11	43.248
9606	ENSP00000264990	ACAD11	43.248
9606	ENSP00000281182	ACAD8	43.077
9606	ENSP00000281182	ACAD8	43.077
9606	ENSP00000281182	ACAD8	43.077
9606	ENSP00000312618	ACAD9	69.858
9606	ENSP00000312618	ACAD9	69.858
9606	ENSP00000312618	ACAD9	69.858
9606	ENSP00000312618	ACAD9	69.858
9606	ENSP00000312618	ACAD9	69.858
9606	ENSP00000312618	ACAD9	69.858
9606	ENSP00000233710	ACADL	29.287
9606	ENSP00000409612	ACADM	343.831
9606	ENSP00000409612	ACADM	343.831
9606	ENSP00000409612	ACADM	343.831
9606	ENSP00000242592	ACADS	166.168
9606	ENSP00000357873	ACADSB	266.757
9606	ENSP00000349297	ACADVL	305.974
9606	ENSP00000349297	ACADVL	305.974
9606	ENSP00000349297	ACADVL	305.974
9606	ENSP00000349297	ACADVL	305.974
9606	ENSP00000349297	ACADVL	305.974
9606	ENSP00000387356	ACAN	21.596
9606	ENSP00000387356	ACAN	21.596
9606	ENSP00000387356	ACAN	21.596
9606	ENSP00000158762	ACAP1	21.198
9606	ENSP00000158762	ACAP1	21.198
9606	ENSP00000158762	ACAP1	21.198
9606	ENSP00000324287	ACAP2	43.798
9606	ENSP00000324287	ACAP2	43.798
9606	ENSP00000324287	ACAP2	43.798
9606	ENSP00000324287	ACAP2	43.798
9606	ENSP00000324287	ACAP2	43.798
9606	ENSP00000346733	ACAP3	5.310
9606	ENSP00000265838	ACAT1	810.784
9606	ENSP00000265838	ACAT1	810.784
9606	ENSP00000265838	ACAT1	810.784
9606	ENSP00000356015	ACAT2	272.588
9606	ENSP00000355777	ACBD3	79.258
9606	ENSP00000405969	ACBD4	8.158
9606	ENSP00000405969	ACBD4	8.158
9606	ENSP00000379568	ACBD5	27.160
9606	ENSP00000379568	ACBD5	27.160
9606	ENSP00000379568	ACBD5	27.160
9606	ENSP00000379568	ACBD5	27.160
9606	ENSP00000379568	ACBD5	27.160
9606	ENSP00000356567	ACBD6	40.347
9606	ENSP00000367453	ACBD7	71.284
9606	ENSP00000263776	ACCS	5.512
9606	ENSP00000263776	ACCS	5.512
9606	ENSP00000263776	ACCS	5.512
9606	ENSP00000368109	ACCSL	0.442
9606	ENSP00000368109	ACCSL	0.442
9606	ENSP00000377496	ACD	10.833
9606	ENSP00000377496	ACD	10.833
9606	ENSP00000377496	ACD	10.833
9606	ENSP00000464149	ACE	15.717
9606	ENSP00000464149	ACE	15.717
9606	ENSP00000464149	ACE	15.717
9606	ENSP00000464149	ACE	15.717
9606	ENSP00000290866	ACE	18.987
9606	ENSP00000290866	ACE	18.987
9606	ENSP00000290866	ACE	21.991
9606	ENSP00000290866	ACE	21.991
9606	ENSP00000290866	ACE	21.991
9606	ENSP00000252519	ACE2	26.695
9606	ENSP00000301452	ACER1	2.452
9606	ENSP00000342609	ACER2	6.433
9606	ENSP00000434480	ACER3	2.530
9606	ENSP00000434480	ACER3	2.530
9606	ENSP00000434480	ACER3	2.530
9606	ENSP00000434480	ACER3	2.530
9606	ENSP00000434480	ACER3	2.530
9606	ENSP00000434480	ACER3	2.530
9606	ENSP00000434480	ACER3	2.530
9606	ENSP00000434480	ACER3	2.530
9606	ENSP00000303211	ACHE	4.023
9606	ENSP00000303211	ACHE	4.023
9606	ENSP00000303211	ACHE	4.023
9606	ENSP00000303211	ACHE	4.023
9606	ENSP00000303211	ACHE	4.023
9606	ENSP00000262710	ACIN1	65.272
9606	ENSP00000262710	ACIN1	65.272
9606	ENSP00000262710	ACIN1	65.272
9606	ENSP00000262710	ACIN1	65.272
9606	ENSP00000262710	ACIN1	65.272
9606	ENSP00000357103	ACKR1	42.027
9606	ENSP00000273145	ACKR2	19.903
9606	ENSP00000273145	ACKR2	19.903
9606	ENSP00000273145	ACKR2	19.903
9606	ENSP00000273145	ACKR2	19.903
9606	ENSP00000273145	ACKR2	19.903
9606	ENSP00000272928	ACKR3	49.229
9606	ENSP00000249887	ACKR4	45.259
9606	ENSP00000249887	ACKR4	45.259
9606	ENSP00000253792	ACLY	233.803
9606	ENSP00000253792	ACLY	233.803
9606	ENSP00000253792	ACLY	233.803
9606	ENSP00000348459	ACMSD	22.538
9606	ENSP00000309477	ACO1	288.387
9606	ENSP00000216254	ACO2	616.654
9606	ENSP00000216254	ACO2	616.654
9606	ENSP00000366682	ACOD1	3.949
9606	ENSP00000366682	ACOD1	3.949
9606	ENSP00000360366	ACOT11	23.905
9606	ENSP00000303246	ACOT12	12.903
9606	ENSP00000230048	ACOT13	226.291
9606	ENSP00000311224	ACOT1	96.138
9606	ENSP00000238651	ACOT2	77.348
9606	ENSP00000238651	ACOT2	77.348
9606	ENSP00000238651	ACOT2	77.348
9606	ENSP00000238651	ACOT2	77.348
9606	ENSP00000323071	ACOT4	3.506
9606	ENSP00000370531	ACOT6	10.904
9606	ENSP00000370531	ACOT6	10.904
9606	ENSP00000367086	ACOT7	195.959
9606	ENSP00000367086	ACOT7	195.959
9606	ENSP00000217455	ACOT8	32.293
9606	ENSP00000217455	ACOT8	32.293
9606	ENSP00000217455	ACOT8	32.293
9606	ENSP00000217455	ACOT8	32.293
9606	ENSP00000217455	ACOT8	32.293
9606	ENSP00000217455	ACOT8	32.293
9606	ENSP00000217455	ACOT8	32.293
9606	ENSP00000217455	ACOT8	32.293
9606	ENSP00000368605	ACOT9	95.111
9606	ENSP00000368605	ACOT9	95.111
9606	ENSP00000293217	ACOX1	94.785
9606	ENSP00000293217	ACOX1	94.785
9606	ENSP00000293217	ACOX1	94.785
9606	ENSP00000293217	ACOX1	94.785
9606	ENSP00000307697	ACOX2	58.038
9606	ENSP00000307697	ACOX2	58.038
9606	ENSP00000307697	ACOX2	58.038
9606	ENSP00000307697	ACOX2	58.038
9606	ENSP00000307697	ACOX2	58.038
9606	ENSP00000348775	ACOX3	23.102
9606	ENSP00000348775	ACOX3	23.102
9606	ENSP00000407761	ACOXL	3.959
9606	ENSP00000407761	ACOXL	3.959
9606	ENSP00000407761	ACOXL	3.959
9606	ENSP00000407761	ACOXL	3.959
9606	ENSP00000272065	ACP1	296.998
9606	ENSP00000272065	ACP1	296.998
9606	ENSP00000256997	ACP2	56.032
9606	ENSP00000256997	ACP2	56.032
9606	ENSP00000256997	ACP2	56.032
9606	ENSP00000256997	ACP2	56.032
9606	ENSP00000323036	ACP3	152.726
9606	ENSP00000323036	ACP3	152.726
9606	ENSP00000270593	ACP4	0.195
9606	ENSP00000218758	ACP5	11.545
9606	ENSP00000218758	ACP5	11.545
9606	ENSP00000218758	ACP5	11.545
9606	ENSP00000218758	ACP5	11.545
9606	ENSP00000358241	ACP6	18.414
9606	ENSP00000358241	ACP6	18.414
9606	ENSP00000358241	ACP6	18.414
9606	ENSP00000358241	ACP6	18.414
9606	ENSP00000327557	ACP7	15.098
9606	ENSP00000327557	ACP7	15.098
9606	ENSP00000216139	ACR	10.336
9606	ENSP00000216139	ACR	10.336
9606	ENSP00000229243	ACRBP	28.339
9606	ENSP00000229243	ACRBP	28.339
9606	ENSP00000229243	ACRBP	28.339
9606	ENSP00000229243	ACRBP	28.339
9606	ENSP00000432816	ACRV1	34.641
9606	ENSP00000258873	ACSBG1	10.179
9606	ENSP00000258873	ACSBG1	10.179
9606	ENSP00000258873	ACSBG1	10.179
9606	ENSP00000258873	ACSBG1	10.179
9606	ENSP00000258873	ACSBG1	10.179
9606	ENSP00000258873	ACSBG1	10.179
9606	ENSP00000258873	ACSBG1	10.179
9606	ENSP00000258873	ACSBG1	10.179
9606	ENSP00000252669	ACSBG2	5.637
9606	ENSP00000252669	ACSBG2	5.637
9606	ENSP00000252669	ACSBG2	5.637
9606	ENSP00000252669	ACSBG2	5.637
9606	ENSP00000252669	ACSBG2	5.637
9606	ENSP00000252669	ACSBG2	5.637
9606	ENSP00000252669	ACSBG2	5.637
9606	ENSP00000300441	ACSF2	93.827
9606	ENSP00000300441	ACSF2	93.827
9606	ENSP00000300441	ACSF2	93.827
9606	ENSP00000300441	ACSF2	93.827
9606	ENSP00000300441	ACSF2	93.827
9606	ENSP00000300441	ACSF2	93.827
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000320646	ACSF3	49.125
9606	ENSP00000281455	ACSL1	232.208
9606	ENSP00000281455	ACSL1	232.208
9606	ENSP00000281455	ACSL1	232.208
9606	ENSP00000281455	ACSL1	232.208
9606	ENSP00000281455	ACSL1	232.208
9606	ENSP00000281455	ACSL1	232.208
9606	ENSP00000350012	ACSL3	170.905
9606	ENSP00000350012	ACSL3	170.905
9606	ENSP00000350012	ACSL3	170.905
9606	ENSP00000350012	ACSL3	170.905
9606	ENSP00000350012	ACSL3	170.905
9606	ENSP00000339787	ACSL4	66.550
9606	ENSP00000339787	ACSL4	66.550
9606	ENSP00000339787	ACSL4	66.550
9606	ENSP00000339787	ACSL4	66.550
9606	ENSP00000339787	ACSL4	66.550
9606	ENSP00000348429	ACSL5	41.848
9606	ENSP00000296869	ACSL6	16.663
9606	ENSP00000296869	ACSL6	16.663
9606	ENSP00000296869	ACSL6	16.663
9606	ENSP00000296869	ACSL6	16.663
9606	ENSP00000296869	ACSL6	16.663
9606	ENSP00000301956	ACSM1	3.648
9606	ENSP00000301956	ACSM1	3.648
9606	ENSP00000219054	ACSM2A	156.833
9606	ENSP00000219054	ACSM2A	156.833
9606	ENSP00000219054	ACSM2A	156.833
9606	ENSP00000219054	ACSM2A	156.833
9606	ENSP00000219054	ACSM2A	156.833
9606	ENSP00000219054	ACSM2A	156.833
9606	ENSP00000327453	ACSM2B	173.800
9606	ENSP00000327453	ACSM2B	173.800
9606	ENSP00000327453	ACSM2B	173.800
9606	ENSP00000327453	ACSM2B	173.800
9606	ENSP00000327453	ACSM2B	173.800
9606	ENSP00000327453	ACSM2B	173.800
9606	ENSP00000327453	ACSM2B	173.800
9606	ENSP00000289416	ACSM3	40.242
9606	ENSP00000289416	ACSM3	40.242
9606	ENSP00000289416	ACSM3	40.242
9606	ENSP00000289416	ACSM3	40.242
9606	ENSP00000289416	ACSM3	40.242
9606	ENSP00000289416	ACSM3	40.242
9606	ENSP00000289416	ACSM3	40.242
9606	ENSP00000382349	ACSM4	2.679
9606	ENSP00000327916	ACSM5	32.128
9606	ENSP00000327916	ACSM5	32.128
9606	ENSP00000327916	ACSM5	32.128
9606	ENSP00000340296	ACSM6	6.994
9606	ENSP00000340296	ACSM6	6.994
9606	ENSP00000316924	ACSS1	81.511
9606	ENSP00000316924	ACSS1	81.511
9606	ENSP00000253382	ACSS2	73.002
9606	ENSP00000253382	ACSS2	73.002
9606	ENSP00000253382	ACSS2	73.002
